Postalcode,Borough,Neighborhood,City,City1,City2
75002,La Bourse,"Gaillon, Vivienne, Le Mail, Bonne-Nouvelle",Paris,"Paris, France","Paris, France"
75003,Le Temple,"Les Arts-et-Métiers, Les Enfants-Rouges, Les Archives, Saint-Avoye",Paris,"Paris, France","Paris, France"
75004,L'Hôtel-de-Ville,"Saint-Merri, Saint-Gervais, L'Arsenal, Notre-Dame",Paris,"Paris, France","Paris, France"
75005,Le Panthéon,"Saint-Victor, Le Jardin-des-Plantes, Le Val-de-Grâce, La Sorbonne",Paris,"Paris, France","Paris, France"
75006,Le Luxembourg,"La Monnaie, L'Odéon, Notre-Dame-des-Champs, Saint-Germain-des-Prés",Paris,"Paris, France","Paris, France"
75007,Le Palais-Bourbon,"Saint-Thomas-d'Aquin, Les Invalides, L'École-Militaire, Le Gros-Caillou",Paris,"Paris, France","Paris, France"
75008,L'Élysée,"Les Champs-Élysées, Le Faubourg-du-Roule, La Madeleine, L'Europe",Paris,"Paris, France","Paris, France"
75009,L'Opéra,"Saint-Georges, La Chaussée-d'Antin, Le Faubourg-Montmartre, Rochechouart",Paris,"Paris, France","Paris, France"
75010,L'Enclos-Saint-Laurent,"Saint-Vincent-de-Paul, La Porte-Saint-Denis, La Porte-Saint-Martin, L'Hôpital-Saint-Louis",Paris,"Paris, France","Paris, France"
75011,Popincourt,"La Folie-Méricourt, Saint-Ambroise, La Roquette, Sainte-Marguerite",Paris,"Paris, France","Paris, France"
75012,Reuilly,"Le Bel-Air, Picpus, Bercy, Les Quinze-Vingts",Paris,"Paris, France","Paris, France"
75013,Les Gobelins,"La Salpêtrière, La Gare, La Maison-Blanche, Croulebarbe",Paris,"Paris, France","Paris, France"
75014,L'Observatoire,"Le Montparnasse, 2, Le Petit-Montrouge, La Plaisance",Paris,"Paris, France","Paris, France"
75015,Vaugirard,"Saint-Lambert, Necker, Grenelle, Javel",Paris,"Paris, France","Paris, France"
75016,Passy,"Auteuil, La Muette, La Porte-Dauphine, 3",Paris,"Paris, France","Paris, France"
75017,Les Batignolles-Monceau,"Les Ternes, La Plaine-Monceau, Batignolles, Les Épinettes",Paris,"Paris, France","Paris, France"
75018,La Butte-Montmartre,"Les Grandes-Carrières, Clignancourt, La Goutte-d'Or, La Chapelle",Paris,"Paris, France","Paris, France"
75019,Les Buttes-Chaumont,"La Villette, Le Pont-de-Flandre, Amérique, Le Combat",Paris,"Paris, France","Paris, France"
75020,Ménilmontant,"Belleville, Saint-Fargeau, Le Père-Lachaise, Charonne",Paris,"Paris, France","Paris, France"
